HH Profile_ID,14Q_Scheme,Q01_Income_C,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill_C,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type
383,Scheme 3,180000000,Khác,Không có / Chức vụ khác,Class 7,568000,2,Apple,Class 4,Không,Class - Special / 1,Thuê Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
384,Scheme 1,367892400,Công nhân nhà máy,Nhân viên,Không,526000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
385,Scheme 2,78000000,Khác,Nhân viên,Class 6,850000,2,Samsung / Vivo / OPPO,Class 2,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
386,Scheme 3,48000000,Khác,Không có / Chức vụ khác,Không,346000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
388,Scheme 3,180000000,Lao động tự do,Không có / Chức vụ khác,Class 7,382000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng
389,Scheme 3,152400000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Class 6,292000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
390,Scheme 3,180000000,Lao động tự do,Không có / Chức vụ khác,Không,540000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay tiêu dùng
391,Scheme 3,0,Khác,Không có / Chức vụ khác,Không,150000,1,Apple,Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
392,Scheme 3,126451200,Lao động tự do,Không có / Chức vụ khác,Class 7,273000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
393,Scheme 3,216000000,Làm nông,Không có / Chức vụ khác,Không,114000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
394,Scheme 1,178745088,Công chức nhà nước,Nhân viên,Class 5,1954000,3,Samsung / Vivo / OPPO,Class 1,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
395,Scheme 1,240000000,Làm nông,Nhân viên,Không,829000,>4,Apple,Class 2,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
396,Scheme 3,144000000,Khác,Không có / Chức vụ khác,Không,615000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
398,Scheme 2,154064400,Khác,Không có / Chức vụ khác,Không,669000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
399,Scheme 3,72000000,Khác,Không có / Chức vụ khác,Class 7,260000,2,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
400,Scheme 3,121707600,Khác,Nhân viên,Class 7,487000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
401,Scheme 1,196017600,Công chức nhà nước,Không có / Chức vụ khác,Không,1073000,3,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
402,Scheme 3,33993600,Khác,Không có / Chức vụ khác,Không,467000,2,"Khác (Xiaomi, Realme, ...)",Class 2,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
404,Scheme 3,66960000,Lao động tự do,Không có / Chức vụ khác,Không,226000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
405,Scheme 3,78960000,Công chức nhà nước,Nhân viên,Không,245000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
407,Scheme 2,132000000,Lao động tự do,Không có / Chức vụ khác,Không,960000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
408,Scheme 2,144000000,Lao động tự do,Không có / Chức vụ khác,Không,687000,1,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
409,Scheme 1,312000000,Khác,Nhân viên,Class 7,164000,4,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
410,Scheme 3,10800000,Khác,Không có / Chức vụ khác,Không,143000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
411,Scheme 1,260180400,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 6,508000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Có khoản vay khác
414,Scheme 2,276000000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,699000,4,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
417,Scheme 2,254379600,Công chức nhà nước,Không có / Chức vụ khác,Không,584000,3,"Khác (Xiaomi, Realme, ...)",Class 3,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
418,Scheme 3,103413600,Lao động tự do,Nhân viên,Class 5,682000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
419,Scheme 3,96000000,Khác,Không có / Chức vụ khác,Không,974000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
420,Scheme 3,84000000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,173000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
421,Scheme 3,198000000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,212000,2,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay tiêu dùng
422,Scheme 3,120000000,Công chức nhà nước,Nhân viên,Không,597000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
423,Scheme 3,84000000,Làm nông,Không có / Chức vụ khác,Không,300000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
424,Scheme 2,300000000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,162000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
426,Scheme 3,60000000,Làm nông,Không có / Chức vụ khác,Không,279000,3,Apple,Class 1,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
428,Scheme 1,252084000,Bán buôn tự do,Không có / Chức vụ khác,Không,940000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
429,Scheme 3,36000000,Lao động tự do,Không có / Chức vụ khác,Không,458000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
430,Scheme 2,222591840,Làm nông,Không có / Chức vụ khác,Không,832000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
431,Scheme 1,336461496,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,594000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Có,Có khoản vay khác
432,Scheme 2,163236000,Công chức nhà nước,Nhân viên,Class 7,1049000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Thuê Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
434,Scheme 3,58596000,Khác,Không có / Chức vụ khác,Không,400000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
435,Scheme 3,120000000,Làm nông,Không có / Chức vụ khác,Không,190000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
437,Scheme 3,158478000,Nghỉ hưu,Không có / Chức vụ khác,Không,594000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
438,Scheme 2,120000000,Khác,Không có / Chức vụ khác,Không,687000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
439,Scheme 3,84000000,Lao động tự do,Không có / Chức vụ khác,Không,150000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - 2 / 3,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
440,Scheme 3,66000000,Khác,Không có / Chức vụ khác,Không,291000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
441,Scheme 1,452250720,Công chức nhà nước,Quản lý cấp trung,Không,626000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
442,Scheme 3,84000000,Lao động tự do,Không có / Chức vụ khác,Không,826000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
443,Scheme 2,148800000,Lao động tự do,Không có / Chức vụ khác,Không,803000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
446,Scheme 3,144763728,Khác,Không có / Chức vụ khác,Class 5,471000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác
447,Scheme 2,120000000,Lao động tự do,Không có / Chức vụ khác,Class 7,800000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
448,Scheme 3,91200000,Làm nông,Không có / Chức vụ khác,Không,234000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác
449,Scheme 2,90000000,Lao động tự do,Không có / Chức vụ khác,Class 7,1150000,2,Apple,Class 4,Không,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
450,Scheme 3,132516000,Công chức nhà nước,Không có / Chức vụ khác,Class 7,580000,2,Samsung / Vivo / OPPO,Class 4,Không,Class - 4 / 5,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
451,Scheme 3,120000000,Làm nông,Không có / Chức vụ khác,Không,322000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
456,Scheme 1,295620000,Công chức nhà nước,Nhân viên,Không,896000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
458,Scheme 3,44400000,Khác,Không có / Chức vụ khác,Không,178000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
460,Scheme 2,336448800,Công chức nhà nước,Nhân viên,Class 7,202000,3,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
461,Scheme 3,79116000,Khác,Không có / Chức vụ khác,Class 7,798000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
462,Scheme 2,96000000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Class 7,964000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Sở hữu 1 ngôi nhà khác,Có,"Có khoản vay mua nhà, mua ô tô"
463,Scheme 3,216000000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,410000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
464,Scheme 3,177792000,Khác,Không có / Chức vụ khác,Không,440000,4,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
467,Scheme 3,108000000,Khác,Không có / Chức vụ khác,Không,450000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
469,Scheme 3,87600000,Công nhân nhà máy,Nhân viên,Class 7,278000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng
470,Scheme 3,156000000,Làm nông,Không có / Chức vụ khác,Không,188000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
471,Scheme 3,48000000,Làm nông,Không có / Chức vụ khác,Không,691000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
472,Scheme 3,36000000,Làm nông,Không có / Chức vụ khác,Class 7,212000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
473,Scheme 2,122226000,Khác,Không có / Chức vụ khác,Không,1131000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
474,Scheme 2,177336000,Làm nông,Không có / Chức vụ khác,Không,786000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
475,Scheme 2,336000000,Làm nông,Không có / Chức vụ khác,Class 7,159000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
476,Scheme 2,252813600,Khác,Không có / Chức vụ khác,Không,212000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
477,Scheme 3,0,Nghỉ hưu,Không có / Chức vụ khác,Không,835000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Thuê Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
480,Scheme 3,72000000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,543000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
481,Scheme 3,66000000,Khác,Không có / Chức vụ khác,Không,376000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
482,Scheme 2,120600000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,142000,3,Apple,Class 1,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
484,Scheme 3,171600000,Công chức nhà nước,Nhân viên,Không,233000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
485,Scheme 3,105600000,Khác,Không có / Chức vụ khác,Class 6,950000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
487,Scheme 3,120000000,Công nhân nhà máy,Không có / Chức vụ khác,Class 7,57000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
488,Scheme 3,201864648,Khác,Không có / Chức vụ khác,Không,433000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
489,Scheme 3,132000000,Làm nông,Không có / Chức vụ khác,Không,378000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
491,Scheme 3,60000000,Làm nông,Không có / Chức vụ khác,Class 7,259000,3,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
492,Scheme 3,60000000,Lao động tự do,Không có / Chức vụ khác,Không,806000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
493,Scheme 2,300000000,Khác,Không có / Chức vụ khác,Không,599000,2,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
495,Scheme 2,227000400,Chủ doanh nghiệp,Giám đốc,Class 7,672000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
496,Scheme 1,270360000,Nhân viên văn phòng cho cty vừa và nhỏ,Giám đốc,Không,2608000,2,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản vay mua nhà, mua ô tô"
497,Scheme 2,216000000,Làm nông,Không có / Chức vụ khác,Không,1051000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
498,Scheme 3,194831160,Công chức nhà nước,Nhân viên,Class 7,270000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
499,Scheme 3,138000000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,588000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
500,Scheme 3,12000000,Bán buôn tự do,Không có / Chức vụ khác,Không,1140000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
501,Scheme 3,96000000,Làm nông,Không có / Chức vụ khác,Không,638000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
502,Scheme 3,144000000,Làm nông,Không có / Chức vụ khác,Class 7,357000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
503,Scheme 3,89520000,Khác,Nhân viên,Không,355000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
504,Scheme 3,132000000,Lao động tự do,Không có / Chức vụ khác,Không,204000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
505,Scheme 3,114000000,Làm nông,Không có / Chức vụ khác,Không,252000,3,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
506,Scheme 1,180000000,Kinh doanh có giấy phép,Nhân viên,Class 7,2171000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
507,Scheme 1,204000000,Khác,Không có / Chức vụ khác,Không,1000000,2,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
508,Scheme 1,275049600,Công chức nhà nước,Nhân viên,Class 7,671000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
509,Scheme 2,261876000,Công chức nhà nước,Không có / Chức vụ khác,Không,582000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản vay mua nhà, mua ô tô"
510,Scheme 2,120000000,Bán buôn tự do,Không có / Chức vụ khác,Không,927000,3,Samsung / Vivo / OPPO,Class 3,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
511,Scheme 3,162000000,Lao động tự do,Không có / Chức vụ khác,Class 7,567000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
512,Scheme 3,150000000,Làm nông,Không có / Chức vụ khác,Class 6,408000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
513,Scheme 3,180000000,Lao động tự do,Không có / Chức vụ khác,Class 7,253000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
514,Scheme 3,72000000,Làm nông,Không có / Chức vụ khác,Không,258000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
517,Scheme 3,84000000,Khác,Nhân viên,Class 7,614000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
519,Scheme 1,252000000,Bán buôn tự do,Không có / Chức vụ khác,Class 6,761000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
